Date,Close,High,Low,Open,Volume
2000-01-03,0.840094268321991,0.8443156184525288,0.7631676072725719,0.7870900609889737,535796800
2000-01-04,0.7692659497261047,0.8302437604040961,0.7594153974126107,0.8124196075466867,512377600
2000-01-05,0.7805227637290955,0.8297747245140543,0.7730182131188515,0.7786466135511642,778321600
2000-01-06,0.7129772901535034,0.803037770348982,0.7129772901535034,0.796471272627991,767972800
2000-01-07,0.7467504739761353,0.7580081746532202,0.7167306235573667,0.7242351728249103,460734400
2000-01-10,0.7336168885231018,0.7673890485223157,0.7111015807744289,0.7655128981303111,505064000
2000-01-11,0.6960916519165039,0.7458126702874993,0.6792055963417641,0.7200141109219743,441548800
2000-01-12,0.6543447375297546,0.7167304771794681,0.6491844873177691,0.712977326536433,976068800
2000-01-13,0.7261113524436951,0.7411213043550292,0.6942153486738593,0.7091076122132474,1032684800
2000-01-14,0.7537861466407776,0.7673889491678385,0.7458125460832217,0.7505028964052263,390376000
2000-01-18,0.7800536155700684,0.7955334172685244,0.7537860150247706,0.7580081662720876,459177600
2000-01-19,0.799754798412323,0.8161718500227403,0.775832345126327,0.7927184467653601,597643200
2000-01-20,0.8518210053443909,0.9118607116743085,0.8518210053443909,0.8668309068761316,1831132800
2000-01-21,0.8354038596153259,0.8574493601138709,0.8269604084247622,0.8574493601138709,495924800
2000-01-24,0.79740971326828,0.8461917719333815,0.7889662108493657,0.8138267161112364,440876800
2000-01-25,0.8424394726753235,0.8490068750386435,0.7683278585872426,0.7880281618209156,497145600
2000-01-26,0.8269604444503784,0.8569803474431408,0.8236772445828612,0.8255533444781634,367158400
2000-01-27,0.825553297996521,0.8480686498359485,0.8030379962585673,0.8166407969153698,340144000
2000-01-28,0.7626986503601074,0.8321199681766505,0.755194099358323,0.8119506638162095,423348800
2000-01-31,0.7786464691162109,0.7795845690819045,0.7092252179004077,0.7580081696680058,701680000
2000-02-01,0.7523789405822754,0.7880280954359966,0.7505028406739745,0.780522693773253,318035200
2000-02-02,0.7415903210639954,0.7664508236609773,0.7279874697751153,0.7561320740093899,464195200
2000-02-03,0.7753633260726929,0.7823996775460846,0.7523789233094257,0.7528479733264711,475193600
2000-02-04,0.8105435967445374,0.8255535009849903,0.7777086358574536,0.780053836323395,425320000
2000-02-07,0.8560421466827393,0.8574492965908831,0.7950643480249296,0.8105433477248081,441067200
2000-02-08,0.8621406555175781,0.8715212558105291,0.8349349506900066,0.8555732533235055,408643200
2000-02-09,0.8452535271644592,0.8790265290314296,0.8438464774079987,0.8565112278544311,299364800
2000-02-10,0.8518210053443909,0.8546352053144762,0.8255533520042431,0.8471306052589457,302982400
2000-02-11,0.8161716461181641,0.8565110908350764,0.8124193470296303,0.8527587917465426,212251200
2000-02-14,0.8691760897636414,0.8696451398102607,0.8152337812565652,0.8203931814649411,367539200
2000-02-15,0.8930985927581787,0.9001349450596161,0.8644858369305652,0.864954887002809,485744000
2000-02-16,0.8565111756324768,0.8865318759802653,0.8415012763718084,0.8837168748124695,378246400
2000-02-17,0.8621406555175781,0.8668309556640537,0.8490068531590319,0.8644858055908159,289497600
2000-02-18,0.8349348902702332,0.8658927928935433,0.8321198386203071,0.860264393043886,233441600
2000-02-22,0.8541661500930786,0.8776195532190884,0.8006928438831268,0.8264914470376025,422296000
2000-02-23,0.8724592328071594,0.8930984343548731,0.8330578312915033,0.8498270948714431,473099200
2000-02-24,0.8646022081375122,0.8940362116086945,0.8386867797347187,0.880433366024705,376432000
2000-02-25,0.8283675312995911,0.8780885866673656,0.8264914314340099,0.8616715354588483,249144000
2000-02-28,0.8499447703361511,0.863078571416303,0.8133576170517243,0.8264914181318761,328328000
2000-02-29,0.8602643609046936,0.8799646614690713,0.8447846085477358,0.8522899096228536,368961600
2000-03-01,0.9779987931251526,0.9911325950577298,0.8893462312979958,0.8898152813380227,1077003200
2000-03-02,0.9156139492988586,0.9601748108886557,0.9057633962155933,0.9531392598171513,311259200
2000-03-03,0.960643470287323,0.9624028334872742,0.9006037731971104,0.9371900706280579,323366400
2000-03-06,0.9432882070541382,0.9690867504291458,0.9381279572833899,0.9456333561013748,210560000
2000-03-07,0.92218017578125,0.9564222256207554,0.9090463761208085,0.9489168250610144,273011200
2000-03-08,0.9156139492988586,0.9301549031641166,0.889815392257816,0.9221804502718669,271230400
2000-03-09,0.9174899458885193,0.9381282458408833,0.8874700448323756,0.9071703449990765,276718400
2000-03-10,0.9437574744224548,0.9601745235660917,0.9081082747628421,0.9132685257229307,248606400
2000-03-13,0.9104536771774292,0.9493860326645528,0.8968508252993654,0.9165519288731344,303956800
2000-03-14,0.8574491143226624,0.9324995985437051,0.8555729148439614,0.9097497279367142,428579200
2000-03-15,0.8724592328071594,0.9024799351506274,0.8565112325705788,0.8677689333225382,443609600
2000-03-16,0.9123296737670898,0.9156137250731117,0.8593254223697909,0.880433673662585,378100800
2000-03-17,0.9381283521652222,0.9381283521652222,0.8977888456476903,0.9015420476510801,305043200
2000-03-20,0.9231184124946594,0.9475098155945444,0.9184280124137191,0.9268715141424542,204489600
2000-03-21,1.0127098560333252,1.0263126072268027,0.9127995964626262,0.9198351463591113,524328000
2000-03-22,1.082131028175354,1.0835389798145703,0.987380221643792,0.9965272478615607,567996800
2000-03-23,1.0605545043945312,1.1285686510958888,1.0507039544160062,1.0657138534459043,562564800
2000-03-24,1.0408536195755005,1.0802550260101282,1.0169311653208337,1.0689973238527288,446913600
2000-03-27,1.047420859336853,1.0863532134147798,1.0272507064563965,1.0328800081145326,279182400
2000-03-28,1.0441378355026245,1.0657142412881095,1.0291270291834504,1.0300651294261682,202966400
2000-03-29,1.0202150344848633,1.0464826340734499,1.0043838717399582,1.0460136843127283,239836800
2000-03-30,0.9437574744224548,1.0333488221090508,0.9414122246317664,1.0023901220308147,414400000
2000-03-31,1.0192772150039673,1.0300649652640763,0.9456337524098941,0.9564224044966256,404633600
2000-04-03,1.0005143880844116,1.0469521592165394,0.9714325757174527,1.0169314448725955,328563200
2000-04-04,0.9554842114448547,0.9981688637657845,0.8762123564097414,0.9953546639628977,660329600
2000-04-05,0.978468656539917,0.9972308587722305,0.9306238484323192,0.9491514755403238,457665600
2000-04-06,0.9395360946655273,1.0094264400272022,0.9249943439975269,0.9803446421411117,259627200
2000-04-07,0.9887871742248535,0.9897251738450258,0.9418811810404845,0.9550149793756229,242435200
2000-04-10,0.9381283521652222,0.9962928627189835,0.9362522521783184,0.9883184106943206,212262400
2000-04-11,0.896381676197052,0.9371901271182537,0.8860620755138934,0.9268714282615989,541822400
2000-04-12,0.8199239373207092,0.8930983325479303,0.7870898907137692,0.8930983325479303,941136000
2000-04-13,0.8541661500930786,0.9006039063191096,0.814295695448609,0.8368110486241185,529827200
2000-04-14,0.8396252989768982,0.8855931562111261,0.818047994456678,0.8203931946259181,667620800
2000-04-17,0.9296854734420776,0.930154523349044,0.8185167876782887,0.8218008885490157,409561600
2000-04-18,0.9522007703781128,0.9522007703781128,0.8959124768998942,0.9268712737897956,390924800
2000-04-19,0.9090467095375061,0.9775299325080797,0.8987271056424297,0.9470410727805532,520150400
2000-04-20,0.8921602368354797,0.9362520332180769,0.8785573878284307,0.9282783846818684,722120000
2000-04-24,0.9043563604354858,0.904356360435486,0.8612026484582235,0.8630787486789303,443620800
2000-04-25,0.9629889726638794,0.9662730246424565,0.9160829626653518,0.9165520127450406,391641600
2000-04-26,0.9104536771774292,0.9606436343587821,0.9006039270141921,0.9503240325351306,366912000
2000-04-27,0.9512619376182556,0.9531389390042215,0.8749220306727987,0.8794954930504549,326603200
2000-04-28,0.9310929179191589,0.956891575572168,0.9104538114314044,0.9540773751395454,249580800
2000-05-01,0.9329689145088196,0.9390671657714234,0.9146757639681895,0.937190164134014,226195200
2000-05-02,0.8846550583839417,0.947509870063462,0.8818408582547809,0.9249945655798573,236432000
2000-05-03,0.8635474443435669,0.9099843877993459,0.8377488974831951,0.8926292403948007,489798400
2000-05-04,0.8307126760482788,0.8649547278635142,0.8297745760763883,0.8640166278916237,399515200
2000-05-05,0.8490067720413208,0.861202473124159,0.8309472444075243,0.8316507693216859,284076800
2000-05-08,0.8264913558959961,0.8532279559511079,0.8255532559474683,0.8412667306941367,184900800
2000-05-09,0.7913113832473755,0.8349349417751047,0.7870900830997319,0.8278985898038822,327140800
2000-05-10,0.7453436255455017,0.7880282908964341,0.7411214728272486,0.780991937516226,535091200
2000-05-11,0.7716110944747925,0.7823997468370617,0.7429983394803534,0.7608224922140034,499744000
2000-05-12,0.8077292442321777,0.8293056970340875,0.786268826457585,0.7955335420087254,306913600
2000-05-15,0.7580081224441528,0.8110123203493258,0.7514407717743039,0.8110123203493258,678932800
2000-05-16,0.7931875586509705,0.8185170637951896,0.7711421053838494,0.7843927446748641,440451200
2000-05-17,0.7608224749565125,0.7781775772379168,0.7533170729716235,0.7777085271899706,398092800
2000-05-18,0.7561320066452026,0.7875589561652739,0.7551939066958768,0.7730180562404243,373777600
2000-05-19,0.705473005771637,0.7448744088565856,0.7007818042736612,0.7448744088565856,740667200
2000-05-22,0.6749833226203918,0.7035969292219928,0.6454324676306503,0.7035969292219928,755507200
2000-05-23,0.6440252661705017,0.7007817670327885,0.6426181663235542,0.6792053676207427,517585600
2000-05-24,0.6580969095230103,0.6735758546993771,0.6229168191299858,0.6468392625607181,678462400
2000-05-25,0.6549306511878967,0.6953877871808796,0.6454323146399394,0.6641953645895473,406750400
2000-05-26,0.6482465863227844,0.674514187818703,0.6398039869726616,0.6604422870753031,181148800
2000-05-30,0.6571589708328247,0.6613802697591378,0.6135362766514134,0.6576279706458829,713059200
2000-05-31,0.6304224729537964,0.6848338290329536,0.6290153729794099,0.6519997260450907,433507200
2000-06-01,0.6688858866691589,0.6721690868318567,0.6032168732670857,0.6135364757500559,903840000
2000-06-02,0.6946845650672913,0.7486268854467119,0.6679479049017629,0.7035970690309109,792848000
2000-06-05,0.685302734375,0.7148535833103544,0.6731070345888891,0.7003126838229532,323668800
2000-06-06,0.6970296502113342,0.726111458194409,0.6777983954658205,0.6902286741840342,525481600
2000-06-07,0.7247042059898376,0.7279874558391902,0.6876480028626981,0.7026587554357155,337019200
2000-06-08,0.7115703821182251,0.7392450831924656,0.6989056315113912,0.7326786338061031,238526400
2000-06-09,0.7186067700386047,0.7350237699767908,0.7082871693816492,0.7261112691695764,252358400
2000-06-12,0.6843648552894592,0.7237662642408957,0.682019705104575,0.7232972141633259,290337600
2000-06-13,0.7092253565788269,0.7106324567010326,0.6618495454961375,0.6843648509018168,351456000
2000-06-14,0.6787362694740295,0.7223589669104384,0.676391069827887,0.7106322672591648,277446400
2000-06-15,0.69327712059021,0.7007816687553176,0.6679475733458389,0.6848336709676054,248572800
2000-06-16,0.6843648552894592,0.7035969606009487,0.6684168520431931,0.7017199586669522,303564800
2000-06-19,0.7251732349395752,0.7345547859328101,0.6740451322611531,0.6796743835065238,394004800
2000-06-20,0.7598844170570374,0.7800537706446449,0.738307161725223,0.7392452117717262,501390400
2000-06-21,0.8349348902702332,0.8546351915706075,0.7551939817788996,0.7580082318052047,490000000
2000-06-22,0.8067902326583862,0.8649547361398866,0.8039760329187319,0.8368109851917874,467712000
2000-06-23,0.7758323550224304,0.8199241104057502,0.7626985532418421,0.8072593586597606,204965600
2000-06-26,0.8124195337295532,0.8218010852302698,0.7823996811800292,0.7880280810048126,185354400
2000-06-27,0.7767702341079712,0.8330576751894463,0.7748940846048002,0.8072591290023067,203470400
2000-06-28,0.8171098232269287,0.8311816734739674,0.7730180725475818,0.8002237732754884,286428800
2000-06-29,0.7692659497261047,0.8096054073785944,0.7664508978328414,0.7964716048351659,203660800
2000-06-30,0.7861518263816833,0.8246151753749471,0.7758322263176768,0.7927183253708227,323097600
2000-07-03,0.8002237677574158,0.8152336677685943,0.7823996179597694,0.7823996179597694,70828800
2000-07-05,0.7748941779136658,0.8283674262300962,0.7617603782880105,0.7992856274358889,265216000
2000-07-06,0.7777083516120911,0.7945952517582555,0.7448743045523053,0.7880279513519134,309545600
2000-07-07,0.8171098232269287,0.8227390743607627,0.7823996233549327,0.7894351226159367,263603200
2000-07-10,0.8574491143226624,0.8743360118630933,0.8067900249480934,0.8119502749349626,397796000
2000-07-11,0.8546351194381714,0.8893461207228665,0.832119768388199,0.855573119198644,357896000
2000-07-12,0.8837168216705322,0.8846548213269276,0.8461915246592642,0.8724591223439254,225433600
2000-07-13,0.8480687141418457,0.9099846212314359,0.8218011106298276,0.8780886177206765,445659200
2000-07-14,0.865892767906189,0.8855930686380652,0.8536970668925948,0.8574493667517359,190276800
2000-07-17,0.8752743005752563,0.8827787995015299,0.857449299447035,0.8743362006333689,260002400
2000-07-18,0.8593254685401917,0.8837169708259734,0.853697068840115,0.8780885711258968,318404800
2000-07-19,0.7908422946929932,0.85275900257109,0.7767704431608217,0.8283675494214715,457872800
2000-07-20,0.827429473400116,0.8565112756030301,0.8124195222860419,0.8255533234511231,465572800
2000-07-21,0.8039758205413818,0.8349346147761364,0.7945951238195463,0.8159370430510275,196235200
2000-07-24,0.7308025360107422,0.7936564920090168,0.7129775327966744,0.7889661420551372,412171200
2000-07-25,0.7514406442642212,0.7598840931128844,0.7364306975849361,0.7551937446769347,211607200
2000-07-26,0.7514406442642212,0.769265641709614,0.7392448966262138,0.7481573953489102,210470400
2000-07-27,0.7805227637290955,0.7992858186543357,0.7486267577612987,0.7505029079392301,294985600
2000-07-28,0.7251732349395752,0.7880280383775422,0.703596835019465,0.7847447886235294,237893600
2000-07-31,0.7626986503601074,0.7748944037259227,0.7317407429168273,0.7378381436356358,155299200
2000-08-01,0.7401832342147827,0.7678579371972637,0.73924513416528,0.7551939873407902,137284000
2000-08-02,0.7092253565788269,0.7495648153252937,0.7082873065311838,0.7354929623780427,162355200
2000-08-03,0.7204829454421997,0.7214210455082031,0.6641954885391477,0.6838957402296513,339897600
2000-08-04,0.7111012935638428,0.7692657399366611,0.6951532952015623,0.7425290920794165,263121600
2000-08-07,0.7195448279380798,0.7364308780485306,0.708287177289433,0.7186067780616034,187348000
2000-08-08,0.7017199993133545,0.7204830556341046,0.6951535483544345,0.7195450055261119,176674400
2000-08-09,0.7129772901535034,0.727049186951246,0.7092250415282655,0.7223588385936037,379640800
2000-08-10,0.7139155864715576,0.7270493871534534,0.7111013867023388,0.7204828876242938,251714400
2000-08-11,0.7157926559448242,0.7204830063670296,0.6838957980606268,0.7031279031710128,238056000
2000-08-14,0.7064110040664673,0.7157925045503423,0.695153353790231,0.7143846031078996,156660000
2000-08-15,0.7007817029953003,0.7195447527239097,0.6979675035585672,0.7092251530304494,114200800
2000-08-16,0.7279873490333557,0.7354927492694556,0.702658652345952,0.7035967522232632,143673600
2000-08-17,0.7720798850059509,0.7870898325455953,0.7251730912613908,0.7261111409617649,270900000
2000-08-18,0.75050288438797,0.7777085391079482,0.7486267342689134,0.7711420888434701,190176000
2000-08-21,0.7580081224441528,0.7739561214762192,0.7448743229308986,0.754254971293116,134467200
2000-08-22,0.7758323550224304,0.7927184568768537,0.7561321032648476,0.7598843532372048,276802400
2000-08-23,0.8152335286140442,0.8218008785507075,0.7664506354332613,0.7725489354686648,236863200
2000-08-24,0.8422049283981323,0.8499448049880453,0.8011618985523007,0.8206276751495475,310766400
2000-08-25,0.8527588248252869,0.8630784242917559,0.8461915245929044,0.8480685259348786,334460000
2000-08-28,0.8715209364891052,0.8855928338022494,0.8565110396121206,0.8593252387094878,359004800
2000-08-29,0.8884083032608032,0.8921605034785208,0.8658928974892729,0.8687070977540435,267030400
2000-08-30,0.8930985927581787,0.9006039951318598,0.8811373650026272,0.8855931903844976,285392800
2000-08-31,0.9146758913993835,0.923118492028931,0.8846550837486518,0.8851241338174537,419596800
2000-09-01,0.9522007703781128,0.9550149696157282,0.9174897746400096,0.920303973877625,256872000
2000-09-05,0.9371898770332336,0.9625194712868027,0.9343756780775622,0.9404740276749332,298642400
2000-09-06,0.8771504759788513,0.9362521802610839,0.8668308747125085,0.9212421790833325,355404000
2000-09-07,0.9306237697601318,0.9390671708830198,0.8743362659949501,0.8874700669749672,217464800
2000-09-08,0.8837168216705322,0.9249943177132479,0.8780884229204277,0.9249943177132479,195518400
2000-09-11,0.8771504759788513,0.9062322781085317,0.8724592744438384,0.8809027758673881,187381600
2000-09-12,0.8668308854103088,0.9015419895262533,0.8555731839821599,0.8607334355922928,187997600
2000-09-13,0.8705829381942749,0.8930982344557256,0.851820742425811,0.851820742425811,305984000
2000-09-14,0.8534623980522156,0.8949743664370252,0.8527587730989881,0.8790263691882602,426552000
2000-09-15,0.8290711045265198,0.8733981848040412,0.81429567830855,0.8668308833607146,394514400
2000-09-18,0.9104536771774292,0.911860727084774,0.8264914660296461,0.8293056660472915,424536000
2000-09-19,0.8996659517288208,0.908108552952788,0.8790267452187568,0.8968509496970729,271510400
2000-09-20,0.9163172841072083,0.9221801579726594,0.8790264603565802,0.8916912098135659,227388000
2000-09-21,0.8508827686309814,0.8949744662901467,0.8293055188416855,0.8780884675579702,510490400
2000-09-22,0.7833377122879028,0.7870900121485483,0.7505028088901465,0.7551939602888142,726700800
2000-09-25,0.8030381202697754,0.8330579761067273,0.7814616667182399,0.7917804175608253,435551200
2000-09-26,0.7720798850059509,0.8218008779530966,0.7711418353055769,0.8002236305830281,290936800
2000-09-27,0.7345547676086426,0.7917802682722211,0.7242351669866106,0.7767703682345729,402259200
2000-09-28,0.8030381202697754,0.8077292722949252,0.7223591533588454,0.7401833065486325,979585600
2000-09-29,0.3865087628364563,0.43529173402024657,0.38088036120801355,0.42309597869892596,7421640800
2000-10-02,0.36399412155151367,0.40151939641410866,0.3527364714557501,0.4005813215329664,2424788800
2000-10-03,0.33491238951683044,0.37525187207513944,0.33303541270325443,0.37431379700556533,2038120000
2000-10-04,0.35461267828941345,0.3564888034354407,0.3283450724901976,0.3358504749009828,1466024000
2000-10-05,0.33115920424461365,0.3677464051320999,0.33022112934024117,0.3527364801908015,873006400
2000-10-06,0.33303534984588623,0.3442930000782047,0.31521120041665557,0.3405407255588558,612656800
2000-10-09,0.32646897435188293,0.34335502894047354,0.31708742096822423,0.33960277833800756,597564800
2000-10-10,0.3133350908756256,0.3367884673700122,0.3077058145732698,0.32459274165381524,691101600
2000-10-11,0.29457202553749084,0.31521122813337443,0.287067500889651,0.3020774269611505,1198422400
2000-10-12,0.300201416015625,0.31239714684223174,0.2926960117429816,0.30489174256958834,1191064000
2000-10-13,0.33115920424461365,0.3320972791489861,0.30020127945764435,0.3039535289736626,1247752800
2000-10-16,0.3227165639400482,0.34898416094358475,0.32083956264659785,0.33491228765754577,820176000
2000-10-17,0.30207744240760803,0.3292831211182004,0.2955109673482664,0.3255308460770424,601720000
