Date,Open,High,Low,Close,Adj Close,Volume
2015-10-26,29.520000457763672,29.532499313354492,28.729999542236328,28.81999969482422,25.906362533569336,265335200
2015-10-27,28.850000381469727,29.135000228881836,28.497499465942383,28.637500762939453,25.742313385009766,279537600
2015-10-28,29.232500076293945,29.825000762939453,29.014999389648438,29.8174991607666,26.80301284790039,342205600
2015-10-29,29.674999237060547,30.172500610351562,29.5674991607666,30.13249969482422,27.08616828918457,204909200
2015-10-30,30.247499465942383,30.30500030517578,29.862499237060547,29.875,26.854707717895508,197461200
2015-11-02,30.200000762939453,30.34000015258789,29.90250015258789,30.295000076293945,27.232242584228516,128813200
2015-11-03,30.197500228881836,30.872499465942383,30.174999237060547,30.642499923706055,27.54461097717285,182076000
2015-11-04,30.782499313354492,30.954999923706055,30.405000686645508,30.5,27.416522979736328,179544400
2015-11-05,30.462499618530273,30.672500610351562,30.045000076293945,30.229999542236328,27.290130615234375,158210800
2015-11-06,30.27750015258789,30.452499389648438,30.155000686645508,30.264999389648438,27.321725845336914,132169200
2015-11-09,30.239999771118164,30.452499389648438,30.012500762939453,30.142499923706055,27.211149215698242,135485600
2015-11-10,29.225000381469727,29.517499923706055,29.014999389648438,29.1924991607666,26.353527069091797,236511600
2015-11-11,29.092500686645508,29.354999542236328,28.802499771118164,29.02750015258789,26.20457649230957,180872000
2015-11-12,29.065000534057617,29.204999923706055,28.912500381469727,28.93000030517578,26.116565704345703,130102400
2015-11-13,28.799999237060547,28.892499923706055,28.0674991607666,28.084999084472656,25.353736877441406,183249600
2015-11-16,27.844999313354492,28.559999465942383,27.75,28.545000076293945,25.769001007080078,152426800
2015-11-17,28.729999542236328,28.762500762939453,28.329999923706055,28.422500610351562,25.658405303955078,110467600
2015-11-18,28.940000534057617,29.372499465942383,28.875,29.322500228881836,26.470890045166016,186698800
2015-11-19,29.40999984741211,29.9375,29.190000534057617,29.69499969482422,26.80715560913086,173183200
2015-11-20,29.799999237060547,29.979999542236328,29.712499618530273,29.825000762939453,26.924524307250977,137148400
2015-11-23,29.8174991607666,29.9325008392334,29.334999084472656,29.4375,26.57469940185547,129930000
2015-11-24,29.332500457763672,29.837499618530273,29.280000686645508,29.719999313354492,26.82973289489746,171212800
2015-11-25,29.802499771118164,29.8075008392334,29.479999542236328,29.50749969482422,26.637901306152344,85553200
2015-11-27,29.572500228881836,29.602500915527344,29.399999618530273,29.452499389648438,26.588241577148438,52185600
2015-11-30,29.497499465942383,29.852500915527344,29.4375,29.575000762939453,26.698829650878906,156721200
2015-12-01,29.6875,29.702499389648438,29.21500015258789,29.334999084472656,26.482168197631836,139409600
2015-12-02,29.334999084472656,29.52750015258789,29.020000457763672,29.06999969482422,26.242942810058594,133546400
2015-12-03,29.137500762939453,29.197500228881836,28.55500030517578,28.799999237060547,25.999204635620117,166278000
2015-12-04,28.822500228881836,29.8125,28.77750015258789,29.75749969482422,26.863582611083984,231108000
2015-12-07,29.7450008392334,29.96500015258789,29.452499389648438,29.56999969482422,26.694320678710938,128336800
2015-12-08,29.3799991607666,29.649999618530273,29.21500015258789,29.5575008392334,26.68303680419922,137238000
2015-12-09,29.40999984741211,29.422500610351562,28.770000457763672,28.905000686645508,26.093996047973633,185445600
2015-12-10,29.010000228881836,29.235000610351562,28.877500534057617,29.042499542236328,26.21812629699707,116850800
2015-12-11,28.797500610351562,28.84749984741211,28.212499618530273,28.295000076293945,25.543310165405273,187544800
2015-12-14,28.045000076293945,28.170000076293945,27.447500228881836,28.1200008392334,25.38533592224121,257274800
2015-12-15,27.985000610351562,28.200000762939453,27.587499618530273,27.622499465942383,24.936216354370117,213292400
2015-12-16,27.767499923706055,27.997499465942383,27.200000762939453,27.834999084472656,25.1280460357666,224954000
2015-12-17,28.0049991607666,28.0625,27.2450008392334,27.2450008392334,24.595422744750977,179091200
2015-12-18,27.227500915527344,27.3799991607666,26.452499389648438,26.50749969482422,23.929645538330078,385813200
2015-12-21,26.81999969482422,26.842500686645508,26.392499923706055,26.832500457763672,24.223041534423828,190362400
2015-12-22,26.850000381469727,26.93000030517578,26.612499237060547,26.8075008392334,24.200477600097656,131157600
2015-12-23,26.8174991607666,27.212499618530273,26.799999237060547,27.15250015258789,24.511924743652344,130629600
2015-12-24,27.25,27.25,26.987499237060547,27.00749969482422,24.381023406982422,54281600
2015-12-28,26.897499084472656,26.922500610351562,26.545000076293945,26.704999923706055,24.10794448852539,106816800
2015-12-29,26.739999771118164,27.357500076293945,26.71500015258789,27.184999465942383,24.541261672973633,123724800
2015-12-30,27.145000457763672,27.174999237060547,26.795000076293945,26.829999923706055,24.220781326293945,100855200
2015-12-31,26.752500534057617,26.75749969482422,26.204999923706055,26.315000534057617,23.755870819091797,163649200
2016-01-04,25.65250015258789,26.342500686645508,25.5,26.337499618530273,23.77617835998535,270597600
2016-01-05,26.4375,26.462499618530273,25.602500915527344,25.677499771118164,23.18036460876465,223164000
2016-01-06,25.139999389648438,25.592500686645508,24.967500686645508,25.174999237060547,22.726734161376953,273829600
2016-01-07,24.670000076293945,25.032499313354492,24.107500076293945,24.112499237060547,21.767562866210938,324377600
2016-01-08,24.637500762939453,24.77750015258789,24.190000534057617,24.239999771118164,21.882658004760742,283192000
2016-01-11,24.74250030517578,24.764999389648438,24.334999084472656,24.63249969482422,22.23699378967285,198957600
2016-01-12,25.137500762939453,25.172500610351562,24.709999084472656,24.989999771118164,22.55971908569336,196616800
2016-01-13,25.079999923706055,25.297500610351562,24.325000762939453,24.34749984741211,21.979703903198242,249758400
2016-01-14,24.489999771118164,25.1200008392334,23.934999465942383,24.8799991607666,22.460418701171875,252680400
2016-01-15,24.049999237060547,24.427499771118164,23.84000015258789,24.282499313354492,21.921024322509766,319335600
2016-01-19,24.602500915527344,24.662500381469727,23.875,24.165000915527344,21.814956665039062,212350800
2016-01-20,23.774999618530273,24.547500610351562,23.354999542236328,24.197500228881836,21.84429359436035,289337600
2016-01-21,24.264999389648438,24.469999313354492,23.735000610351562,24.075000762939453,21.733705520629883,208646000
2016-01-22,24.657499313354492,25.364999771118164,24.592500686645508,25.354999542236328,22.88922119140625,263202000
2016-01-25,25.3799991607666,25.38249969482422,24.802499771118164,24.860000610351562,22.442373275756836,207178000
2016-01-26,24.982500076293945,25.219999313354492,24.517499923706055,24.997499465942383,22.566495895385742,300308000
2016-01-27,24.010000228881836,24.157499313354492,23.334999084472656,23.354999542236328,21.08372688293457,533478800
2016-01-28,23.447500228881836,23.6299991607666,23.09749984741211,23.522499084472656,21.234941482543945,222715200
2016-01-29,23.697500228881836,24.334999084472656,23.587499618530273,24.334999084472656,21.96842384338379,257666000
2016-02-01,24.11750030517578,24.177499771118164,23.850000381469727,24.107500076293945,21.763050079345703,163774000
2016-02-02,23.854999542236328,24.010000228881836,23.56999969482422,23.6200008392334,21.322952270507812,149428800
2016-02-03,23.75,24.209999084472656,23.520000457763672,24.087499618530273,21.74498748779297,183857200
2016-02-04,23.96500015258789,24.332500457763672,23.797500610351562,24.149999618530273,21.919708251953125,185886800
2016-02-05,24.1299991607666,24.229999542236328,23.422500610351562,23.5049991607666,21.33427619934082,185672400
2016-02-08,23.282499313354492,23.924999237060547,23.260000228881836,23.752500534057617,21.55892562866211,216085600
2016-02-09,23.572500228881836,23.985000610351562,23.482500076293945,23.747499465942383,21.55438995361328,177324800
2016-02-10,23.979999542236328,24.087499618530273,23.524999618530273,23.5674991607666,21.391010284423828,169374400
