Date,Adj Close,Close,High,Low,Open,Volume
2020-01-02,56.78947448730469,61.91999816894531,62.459999084472656,61.68000030517578,62.290000915527344,2234500.0
2020-01-03,56.27588653564453,61.36000061035156,61.540000915527344,60.88999938964844,61.08000183105469,2535700.0
2020-01-04,56.27588653564453,61.36000061035156,61.540000915527344,60.88999938964844,61.08000183105469,2535700.0
2020-01-05,56.27588653564453,61.36000061035156,61.540000915527344,60.88999938964844,61.08000183105469,2535700.0
2020-01-06,55.71641540527344,60.75,61.29999923706055,60.34999847412109,61.040000915527344,3017000.0
2020-01-07,55.32205581665039,60.31999969482422,60.68999862670898,59.97999954223633,60.66999816894531,2952900.0
2020-01-08,55.69807052612305,60.72999954223633,60.86000061035156,60.220001220703125,60.40999984741211,2912100.0
2020-01-09,56.04659271240234,61.11000061035156,61.9900016784668,60.75,61.5,4049000.0
2020-01-10,55.61553192138672,60.63999938964844,61.380001068115234,60.45000076293945,61.380001068115234,2538300.0
2020-01-11,55.61553192138672,60.63999938964844,61.380001068115234,60.45000076293945,61.380001068115234,2538300.0
2020-01-12,55.61553192138672,60.63999938964844,61.380001068115234,60.45000076293945,61.380001068115234,2538300.0
2020-01-13,56.09245300292969,61.15999984741211,61.27000045776367,60.209999084472656,60.4900016784668,2787200.0
2020-01-14,56.28504943847656,61.369998931884766,61.709999084472656,60.970001220703125,61.09000015258789,3066800.0
2020-01-15,56.72526931762695,61.84999847412109,62.0,61.41999816894531,61.41999816894531,2613400.0
2020-01-16,57.27555847167969,62.45000076293945,62.560001373291016,61.86000061035156,62.02000045776367,3048700.0
2020-01-17,57.56904602050781,62.77000045776367,62.93000030517578,62.31999969482422,62.560001373291016,4046000.0
2020-01-18,57.56904602050781,62.77000045776367,62.93000030517578,62.31999969482422,62.560001373291016,4046000.0
2020-01-19,57.56904602050781,62.77000045776367,62.93000030517578,62.31999969482422,62.560001373291016,4046000.0
2020-01-20,57.56904602050781,62.77000045776367,62.93000030517578,62.31999969482422,62.560001373291016,4046000.0
2020-01-21,57.12882614135742,62.290000915527344,62.72999954223633,61.93999862670898,62.400001525878906,3823600.0
2020-01-22,57.037109375,62.18999862670898,62.91999816894531,61.83000183105469,62.59999847412109,3534500.0
2020-01-23,57.36727523803711,62.54999923706055,62.58000183105469,61.84999847412109,62.02000045776367,3048100.0
2020-01-24,57.248046875,62.41999816894531,63.150001525878906,61.9900016784668,62.77999877929688,2631200.0
2020-01-25,57.248046875,62.41999816894531,63.150001525878906,61.9900016784668,62.77999877929688,2631200.0
2020-01-26,57.248046875,62.41999816894531,63.150001525878906,61.9900016784668,62.77999877929688,2631200.0
2020-01-27,56.65189743041992,61.77000045776367,62.09000015258789,61.290000915527344,61.83000183105469,3309800.0
2020-01-28,57.41312789916992,62.59999847412109,62.880001068115234,61.56999969482422,61.959999084472656,2683100.0
2020-01-29,57.70660781860352,62.91999816894531,63.380001068115234,62.59000015258789,62.84000015258789,3415800.0
2020-01-30,57.29391860961914,62.470001220703125,62.52000045776367,61.29999923706055,62.16999816894531,2428900.0
2020-01-31,56.294219970703125,61.380001068115234,62.34000015258789,60.84999847412109,62.22999954223633,3340700.0
2020-02-01,56.294219970703125,61.380001068115234,62.34000015258789,60.84999847412109,62.22999954223633,3340700.0
2020-02-02,56.294219970703125,61.380001068115234,62.34000015258789,60.84999847412109,62.22999954223633,3340700.0
2020-02-03,57.42230987548828,62.61000061035156,62.90999984741211,61.56999969482422,61.84999847412109,3646700.0
2020-02-04,58.174354553222656,63.43000030517578,63.900001525878906,63.0,63.34999847412109,2793100.0
2020-02-05,59.586761474609375,64.97000122070312,65.16999816894531,64.2300033569336,64.58999633789062,3815400.0
2020-02-06,65.50232696533203,71.41999816894531,71.4800033569336,66.97000122070312,67.05000305175781,7789900.0
2020-02-07,63.82398223876953,69.58999633789062,70.98999786376953,68.55000305175781,70.58000183105469,7927100.0
2020-02-08,63.82398223876953,69.58999633789062,70.98999786376953,68.55000305175781,70.58000183105469,7927100.0
2020-02-09,63.82398223876953,69.58999633789062,70.98999786376953,68.55000305175781,70.58000183105469,7927100.0
2020-02-10,63.63134002685547,69.37999725341797,69.47000122070312,68.58999633789062,68.88999938964844,3077000.0
2020-02-11,63.46628189086914,69.19999694824219,69.45999908447266,68.76000213623047,69.45999908447266,3036000.0
2020-02-12,63.67721176147461,69.43000030517578,69.66999816894531,69.05000305175781,69.52999877929688,2629700.0
2020-02-13,63.8422966003418,69.61000061035156,69.69999694824219,68.95999908447266,69.26000213623047,2827000.0
2020-02-14,62.94985961914063,68.41999816894531,69.41000366210938,67.80000305175781,69.2699966430664,4148300.0
2020-02-15,62.94985961914063,68.41999816894531,69.41000366210938,67.80000305175781,69.2699966430664,4148300.0
2020-02-16,62.94985961914063,68.41999816894531,69.41000366210938,67.80000305175781,69.2699966430664,4148300.0
2020-02-17,62.94985961914063,68.41999816894531,69.41000366210938,67.80000305175781,69.2699966430664,4148300.0
2020-02-18,63.32707977294922,68.83000183105469,69.22000122070312,68.04000091552734,68.33999633789062,3218200.0
2020-02-19,63.373085021972656,68.87999725341797,69.23999786376953,67.91000366210938,68.37000274658203,3612800.0
2020-02-20,63.99871826171875,69.55999755859375,69.73999786376953,68.18000030517578,68.55999755859375,3641300.0
2020-02-21,64.48633575439453,70.08999633789062,70.29000091552734,68.80000305175781,69.12999725341797,4787100.0
2020-02-22,64.48633575439453,70.08999633789062,70.29000091552734,68.80000305175781,69.12999725341797,4787100.0
2020-02-23,64.48633575439453,70.08999633789062,70.29000091552734,68.80000305175781,69.12999725341797,4787100.0
2020-02-24,62.02981185913086,67.41999816894531,69.87999725341797,67.38999938964844,68.91999816894531,4557300.0
2020-02-25,59.32486343383789,64.4800033569336,68.0,64.33000183105469,67.55999755859375,4976800.0
2020-02-26,58.22079849243164,63.27999877929688,65.88999938964844,63.2599983215332,65.11000061035156,5205300.0
2020-02-27,57.337547302246094,62.31999969482422,63.84999847412109,61.29999923706055,62.25,5326600.0
2020-02-28,56.05867385864258,60.93000030517578,61.650001525878906,59.459999084472656,60.59000015258789,7873500.0
2020-02-29,56.05867385864258,60.93000030517578,61.650001525878906,59.459999084472656,60.59000015258789,7873500.0
2020-03-01,56.05867385864258,60.93000030517578,61.650001525878906,59.459999084472656,60.59000015258789,7873500.0
2020-03-02,56.42669677734375,61.33000183105469,61.34999847412109,58.81999969482422,60.59999847412109,5676800.0
2020-03-03,54.84421157836914,59.61000061035156,62.880001068115234,58.869998931884766,60.91999816894531,5117800.0
2020-03-04,57.19953918457031,62.16999816894531,62.18999862670898,59.34999847412109,60.7599983215332,3244200.0
2020-03-05,55.13862609863281,59.93000030517578,61.2599983215332,59.34999847412109,60.470001220703125,3893000.0
2020-03-06,53.58373260498047,58.2400016784668,58.84999847412109,57.0099983215332,57.75,5364400.0
2020-03-07,53.58373260498047,58.2400016784668,58.84999847412109,57.0099983215332,57.75,5364400.0
2020-03-08,53.58373260498047,58.2400016784668,58.84999847412109,57.0099983215332,57.75,5364400.0
2020-03-09,49.64592361450195,53.959999084472656,55.970001220703125,53.459999084472656,55.060001373291016,7526000.0
2020-03-10,51.320411682128906,55.77999877929688,56.220001220703125,52.91999816894531,55.59000015258789,6703100.0
2020-03-11,48.891483306884766,53.13999938964844,55.369998931884766,52.41999816894531,54.13999938964844,6122600.0
2020-03-12,45.06406784057617,48.97999954223633,52.22999954223633,47.75,49.68999862670898,7701700.0
2020-03-13,48.413047790527344,52.619998931884766,52.70000076293945,48.68999862670898,51.61000061035156,5853600.0
2020-03-14,48.413047790527344,52.619998931884766,52.70000076293945,48.68999862670898,51.61000061035156,5853600.0
2020-03-15,48.413047790527344,52.619998931884766,52.70000076293945,48.68999862670898,51.61000061035156,5853600.0
2020-03-16,40.09580612182617,43.58000183105469,47.720001220703125,43.0099983215332,46.72999954223633,6489800.0
2020-03-17,46.09452819824219,50.09999847412109,50.650001525878906,43.66999816894531,44.540000915527344,6919500.0
2020-03-18,43.67478942871094,47.470001220703125,49.93000030517578,45.790000915527344,47.150001525878906,7214400.0
2020-03-19,42.77315139770508,46.4900016784668,47.77000045776367,44.22999954223633,46.630001068115234,5650600.0
2020-03-20,40.5742301940918,44.09999847412109,48.459999084472656,43.66999816894531,46.31999969482422,6541200.0
2020-03-21,40.5742301940918,44.09999847412109,48.459999084472656,43.66999816894531,46.31999969482422,6541200.0
2020-03-22,40.5742301940918,44.09999847412109,48.459999084472656,43.66999816894531,46.31999969482422,6541200.0
2020-03-23,38.283302307128906,41.61000061035156,44.7400016784668,40.0099983215332,44.27000045776367,8152800.0
2020-03-24,42.69954299926758,46.40999984741211,46.5,43.08000183105469,43.68000030517578,5853300.0
2020-03-25,43.87721633911133,47.68999862670898,49.36000061035156,45.4900016784668,46.0,4921000.0
