ticker,date,vader_sentiment_mean,finbert_sentiment_mean,article_count
AVGO,2025-11-02,0.38170000000000004,0.4726725220680237,4
AVGO,2025-11-03,0.02495,0.8186019957065582,2
AVGO,2025-11-04,0.44869999999999993,0.0,3
AVGO,2025-11-05,0.16975,-0.08846151828765869,2
AVGO,2025-11-06,0.09866666666666667,0.0,3
AVGO,2025-11-07,-0.39255,-0.4963070675730705,4
AVGO,2025-11-08,0.6369,0.0,1
AVGO,2025-11-09,-0.06275,-0.487405925989151,2
AXON,2025-11-04,-0.049469090909090914,-0.08606668548150496,55
AXON,2025-11-05,0.14381379310344827,-0.08234962718240146,29
AXON,2025-11-06,0.04786,0.25690457224845886,10
AXON,2025-11-07,-0.100475,-0.17723426222801208,4
AXON,2025-11-10,0.0,0.0,1
AZN,2025-10-14,0.0,0.5106736421585083,1
AZN,2025-10-22,0.064,-0.34247294068336487,2
AZN,2025-10-23,-0.05103333333333334,-0.04851214090983073,3
AZN,2025-10-24,0.0,0.0,1
AZN,2025-10-28,0.0,0.0,1
AZN,2025-10-29,0.0,0.0,1
AZN,2025-10-31,0.4767,0.8227499723434448,1
AZN,2025-11-02,-0.148,-0.41846081614494324,2
AZN,2025-11-03,0.38443333333333335,-0.11710201700528462,3
AZN,2025-11-04,0.1491,-0.24874140322208405,4
AZN,2025-11-05,0.5901,-0.050668805837631226,2
AZN,2025-11-06,-0.15568571428571426,-0.6729703545570374,7
AZN,2025-11-07,-0.5423,-0.8756227493286133,1
AZN,2025-11-09,0.7506,0.0,1
BIIB,2025-10-13,0.0,0.8284467458724976,2
BIIB,2025-10-22,0.0,0.0,2
BIIB,2025-10-24,-0.10206666666666668,0.7591669162114462,3
BIIB,2025-10-26,0.2263,0.8078535199165344,1
BIIB,2025-10-29,-0.4767,-0.8376913666725159,1
BIIB,2025-10-30,0.191525,-0.4744437336921692,4
BIIB,2025-11-03,0.6369,0.0,1
BIIB,2025-11-06,0.6808,-0.6430105566978455,1
BKNG,2025-10-13,0.0,-0.5709189772605896,1
BKNG,2025-10-15,0.2023,0.0,1
BKNG,2025-10-21,0.23815,0.0,2
BKNG,2025-10-22,0.0,0.0,1
BKNG,2025-10-23,0.0,0.0,2
BKNG,2025-10-26,0.08895,0.0,2
BKNG,2025-10-27,0.23206666666666667,-0.3637802501519521,3
BKNG,2025-10-28,0.24433333333333332,0.31672708690166473,6
BKNG,2025-11-03,0.2263,0.0,1
BKNG,2025-11-06,-0.128,0.9135922789573669,1
BKNG,2025-11-07,0.025200000000000007,-0.472393661737442,2
BKR,2025-10-15,0.0,0.0,1
BKR,2025-10-19,-0.3818,0.0,1
BKR,2025-10-20,0.0,0.4374087154865265,2
BKR,2025-10-21,0.0,-0.14483201503753662,2
BKR,2025-10-22,-0.13404,-0.5139365077018738,5
BKR,2025-10-23,0.21,0.18580163518587747,12
BKR,2025-10-24,0.3182,0.8753291964530945,1
BKR,2025-10-28,0.3818,0.0,1
BKR,2025-10-29,0.0,0.0,1
BKR,2025-10-30,-0.3182,-0.6746538877487183,1
BKR,2025-11-06,0.0,0.0,2
CCEP,2025-10-22,0.3818,0.0,1
CCEP,2025-10-24,-0.1531,-0.9596474170684814,1
CCEP,2025-11-05,-0.4404,-0.9623181223869324,1
CDNS,2025-10-13,0.0,0.0,1
CDNS,2025-10-14,0.16176,0.0,5
CDNS,2025-10-15,0.17,0.4685269594192505,2
CDNS,2025-10-16,0.0,0.0,1
CDNS,2025-10-17,0.55575,0.4206359386444092,2
CDNS,2025-10-18,-0.4215,-0.9402916431427002,1
CDNS,2025-10-20,0.0,0.0,1
CDNS,2025-10-22,-0.2732,-0.9496028423309326,1
CDNS,2025-10-24,0.5017,0.29126879572868347,2
CDNS,2025-10-26,-0.026749999999999996,0.0,4
CDNS,2025-10-27,0.27568571428571426,-0.3398974282400949,7
CDNS,2025-10-28,0.1774,0.008257731795310974,4
CDNS,2025-10-29,0.1061,0.0,4
CDNS,2025-10-30,0.0,0.0,2
CDNS,2025-10-31,0.12571666666666667,-0.13848653435707092,6
CDNS,2025-11-02,0.0,0.0,1
CDNS,2025-11-03,0.0,0.0,1
CDNS,2025-11-04,0.042666666666666665,0.0,3
CDNS,2025-11-05,0.2646,0.23290066421031952,4
CDNS,2025-11-06,-0.2612333333333333,0.0,3
CDNS,2025-11-07,0.0,0.0,2
CDNS,2025-11-08,0.0,0.0,1
CDW,2025-10-13,0.0,0.0,2
CDW,2025-10-14,0.0,0.0,1
CDW,2025-10-15,0.0747,0.0,3
CDW,2025-10-16,0.0,0.0,2
CDW,2025-10-17,-0.3818,0.0,1
CDW,2025-10-19,0.0,0.0,1
CDW,2025-10-20,0.3182,0.0,1
CDW,2025-10-21,0.2023,0.0,1
CDW,2025-10-22,0.0,0.6787745356559753,1
CDW,2025-10-23,0.3818,-0.9651957750320435,1
CDW,2025-10-26,0.0,0.0,1
CDW,2025-10-28,0.6369,0.0,1
CDW,2025-11-02,0.0,0.0,1
CDW,2025-11-03,0.6011000000000001,0.586280624071757,3
CDW,2025-11-04,0.1162125,-0.42984869331121445,8
CDW,2025-11-05,-0.064,-0.17427560687065125,4
CDW,2025-11-06,0.26686666666666664,0.3828275203704834,3
CDW,2025-11-07,0.10834999999999999,0.19446498155593872,4
CDW,2025-11-09,0.0,0.0,1
CEG,2025-10-13,0.43239999999999995,0.6269744634628296,3
CEG,2025-10-14,0.2732,0.8209658265113831,1
CEG,2025-10-15,0.5106,0.6879172325134277,1
CEG,2025-10-16,0.2732,0.9197390675544739,1
CEG,2025-10-17,0.2732,0.0,1
CEG,2025-10-19,0.8126000000000001,0.0,3
CEG,2025-10-21,0.0386,0.0,2
CEG,2025-10-22,0.2732,0.0,1
CEG,2025-10-23,0.27115,0.42401424050331116,2
CEG,2025-10-25,0.16223333333333334,-0.013741016387939453,3
CEG,2025-10-27,-0.5423,-0.8577817678451538,1
CEG,2025-10-28,0.2732,0.0,1
CEG,2025-10-30,0.098625,0.019872888922691345,4
CEG,2025-10-31,0.4767,0.8227499723434448,1
CEG,2025-11-02,-0.148,-0.41846081614494324,2
CEG,2025-11-03,0.14636000000000002,-0.07026121020317078,5
CEG,2025-11-04,0.07153333333333335,-0.33165520429611206,3
CEG,2025-11-05,0.168775,-0.03505866229534149,4
CEG,2025-11-06,0.1366,-0.890919953584671,2
CEG,2025-11-07,-0.20111111111111113,-0.533417777882682,9
CEG,2025-11-08,0.4767,-0.9692248106002808,1
CHTR,2025-10-13,0.44659999999999994,-0.23256572087605795,3
CHTR,2025-10-21,-0.5719,-0.9443215131759644,1
CHTR,2025-10-22,0.0,0.0,1
CHTR,2025-10-26,0.0,0.0,1
CHTR,2025-10-30,0.2068,-0.014239668846130371,2
CHTR,2025-10-31,0.5386000000000001,0.7552696069081625,3
CHTR,2025-11-03,0.3612,0.0,1
CHTR,2025-11-04,0.06743333333333333,0.5279113054275513,3
CHTR,2025-11-06,-0.3182,-0.5301216840744019,1
CHTR,2025-11-07,0.0,0.0,2
CMCSA,2025-10-13,0.0,0.9496684074401855,2
CMCSA,2025-10-14,0.2553,0.4690634608268738,2
CMCSA,2025-10-15,0.3612,-0.6758396625518799,1
CMCSA,2025-10-16,0.0,0.622989296913147,1
CMCSA,2025-10-17,0.0,0.7926454544067383,1
CMCSA,2025-10-20,-0.128,0.0,1
CMCSA,2025-10-21,0.22036666666666668,0.0,3
CMCSA,2025-10-22,-0.018233333333333324,-0.5453172922134399,3
CMCSA,2025-10-23,0.0,0.0,1
CMCSA,2025-10-24,0.765,0.0,1
CMCSA,2025-10-26,0.08895,0.0,2
CMCSA,2025-10-28,0.0,0.7313952445983887,1
CMCSA,2025-10-29,-0.39744999999999997,-0.8938735723495483,2
CMCSA,2025-10-30,0.1372357142857143,-0.08474684613091606,14
CMCSA,2025-10-31,0.47595000000000004,0.6186936646699905,4
CMCSA,2025-11-01,0.4939,0.0,2
CMCSA,2025-11-04,0.2023,0.0,1
CMCSA,2025-11-05,0.148,0.36250564455986023,2
CMCSA,2025-11-06,0.128,0.0,1
CMCSA,2025-11-07,0.3818,-0.97468101978302,1
CMCSA,2025-11-09,0.0,0.0,1
CMCSA,2025-11-10,0.0,0.0,1
COST,2025-11-10,0.08316428571428572,-0.004303206594622865,98
CPRT,2025-10-23,0.0,-0.6408441464106241,3
CPRT,2025-10-27,0.0,0.0,1
CPRT,2025-11-04,0.0,-0.845681369304657,2
CRWD,2025-10-13,0.0,0.8879643678665161,2
CRWD,2025-10-14,0.0,0.20277641216913858,3
CRWD,2025-10-21,-0.4215,-0.9585060477256775,1
CRWD,2025-10-22,-0.125,0.0,2
CRWD,2025-10-24,0.0,0.0,1
CRWD,2025-10-26,0.4939,0.0,1
CRWD,2025-10-27,0.4404,0.0,1
CRWD,2025-10-28,0.07543333333333334,0.0,3
CRWD,2025-10-30,0.0,0.5674101114273071,1
CRWD,2025-10-31,0.41050000000000003,0.2946714361508687,3
CRWD,2025-11-02,0.5719,0.0,1
CRWD,2025-11-03,0.0,-0.5685769319534302,1
CRWD,2025-11-04,0.0,-0.2965737283229828,2
CRWD,2025-11-07,0.1591,0.0,2
CSCO,2025-10-13,-0.09106666666666667,-0.019767661889394123,3
CSCO,2025-10-14,0.19037500000000002,0.42605143785476685,4
CSCO,2025-10-16,0.0,0.0,2
CSCO,2025-10-20,0.148,0.4346422851085663,2
CSCO,2025-10-21,0.47613333333333335,0.46535589297612506,3
CSCO,2025-10-23,0.0,0.3868296146392822,2
CSCO,2025-10-24,0.148,0.3693995177745819,2
CSCO,2025-10-26,0.4939,0.0,1
CSCO,2025-10-27,0.061099999999999995,0.21732114255428314,4
CSCO,2025-10-28,0.159,0.44813787937164307,4
CSCO,2025-10-29,0.2594,0.3292565743128459,6
CSCO,2025-10-30,0.0,0.0,3
CSCO,2025-10-31,0.09866666666666667,0.5543664495150248,3
CSCO,2025-11-02,0.5719,0.0,1
CSCO,2025-11-03,0.4083916666666667,0.3003540337085724,12
CSCO,2025-11-04,0.34559999999999996,0.258204718430837,3
CSCO,2025-11-05,0.16945,0.23581260442733765,4
CSCO,2025-11-06,0.3818,0.0,1
CSCO,2025-11-07,0.07655,0.4715668857097626,2
CSCO,2025-11-09,-0.009800000000000003,0.0,2
CSGP,2025-10-13,0.0,0.0,1
CSGP,2025-10-14,0.12040000000000001,0.31082884470621747,3
CSGP,2025-10-15,0.0,0.8790934979915619,2
CSGP,2025-10-17,0.0,0.0,1
CSGP,2025-10-20,0.0,0.0,1
CSGP,2025-10-21,0.0,0.0,1
CSGP,2025-10-22,0.0,-0.9691143035888672,1
CSGP,2025-10-23,0.05135,0.404208779335022,2
CSGP,2025-10-24,0.2732,0.9584313631057739,1
CSGP,2025-10-27,0.4939,-0.6818076968193054,1
CSGP,2025-10-28,0.20095,0.22511360049247742,4
CSGP,2025-10-29,-0.5106,-0.9357295632362366,1
CSGP,2025-10-30,0.06743333333333333,0.3134353955586751,3
CSGP,2025-11-03,0.28595,0.4595927298069,2
CSGP,2025-11-09,0.296,0.0,1
CSX,2025-10-13,0.0,-0.09607924818992615,5
CSX,2025-10-14,0.23020000000000002,-0.22370299696922302,4
CSX,2025-10-15,0.26704285714285714,0.5851722615105766,7
CSX,2025-10-16,0.21919999999999998,-0.12801456451416016,18
CSX,2025-10-17,-0.01825,-0.2284788837035497,12
CSX,2025-10-20,-0.1468,0.0810849666595459,3
CSX,2025-10-21,-0.2672333333333333,-0.10138400395711263,3
CSX,2025-10-22,0.33873333333333333,0.0,3
CSX,2025-10-23,0.0,-0.9719908833503723,1
CSX,2025-10-24,0.11315,-0.35601532459259033,2
CSX,2025-10-25,0.296,0.0,1
CSX,2025-10-26,-0.1403,-0.6117156147956848,3
CSX,2025-10-27,0.34255,0.0,2
CSX,2025-10-29,0.0,0.0,4
CSX,2025-10-30,0.0748,0.11218944787979127,5
CSX,2025-10-31,0.3613,0.21079711119333902,3
CSX,2025-11-03,0.0,0.0,2
CSX,2025-11-06,0.0,0.0,1
CSX,2025-11-07,0.1909,0.0,2
CTAS,2025-10-13,0.2556,0.1087513267993927,6
CTAS,2025-10-14,0.2294,0.46190744638442993,2
CTAS,2025-10-15,0.22516666666666665,0.0,3
CTAS,2025-10-16,0.100475,0.0,4
CTAS,2025-10-17,0.17020000000000002,0.0,3
CTAS,2025-10-18,0.0,0.0,1
CTAS,2025-10-20,0.064,0.0,2
CTAS,2025-10-21,-0.0129,0.0,2
CTAS,2025-10-22,0.02692,0.0,10
CTAS,2025-10-23,0.3511,0.19911587735017142,6
CTAS,2025-10-24,0.31845,0.0,4
CTAS,2025-10-27,-0.19063333333333332,0.0,3
CTAS,2025-10-28,0.15272,-0.38749239444732664,5
CTAS,2025-10-29,0.26932500000000004,0.21782834827899933,4
CTAS,2025-10-30,0.12040000000000001,0.0,3
CTAS,2025-10-31,0.2294,0.0,2
CTAS,2025-11-01,0.0,0.0,1
CTAS,2025-11-03,0.1909,0.0,2
CTAS,2025-11-04,0.20764,0.0,5
CTAS,2025-11-05,0.210075,0.0,4
CTAS,2025-11-06,0.0,0.0,1
CTAS,2025-11-07,0.41016666666666673,0.27266480525334674,3
CTAS,2025-11-08,0.6369,0.0,1
CTSH,2025-10-13,0.1779,0.0,1
CTSH,2025-10-19,0.0,0.0,1
CTSH,2025-10-22,0.08895,0.0,2
CTSH,2025-10-28,0.4019,0.8579259514808655,1
CTSH,2025-10-29,-0.01865,-0.06784889101982117,4
CTSH,2025-10-30,0.1591,0.4491267502307892,2
CTSH,2025-10-31,0.0,0.0,1
CTSH,2025-11-01,0.0,0.0,1
DASH,2025-11-08,0.06384358974358974,-0.03089268696613801,39
DASH,2025-11-09,0.02429130434782609,0.03754303118456965,46
DASH,2025-11-10,0.005099999999999998,0.13632512589295706,12
DDOG,2025-10-13,0.5106,0.8881677985191345,1
DDOG,2025-10-14,0.0,0.0,1
DDOG,2025-10-17,0.0,-0.5239459276199341,1
DDOG,2025-10-22,0.0,0.8466337323188782,1
DDOG,2025-10-24,0.0,0.0,2
DDOG,2025-10-28,0.6369,0.0,2
DDOG,2025-10-31,0.4767,0.8840143084526062,1
DDOG,2025-11-02,-0.09104999999999999,-0.41846081614494324,2
DDOG,2025-11-03,0.0,0.0,1
DDOG,2025-11-05,0.3126,0.4330103397369385,2
DDOG,2025-11-06,-0.035808333333333324,-0.5262195269266764,12
DDOG,2025-11-07,0.1270166666666667,-0.31837282578150433,6
DDOG,2025-11-08,0.0,0.8683735132217407,1
DDOG,2025-11-09,0.0,0.9311754703521729,1
DXCM,2025-10-13,0.0,0.0,1
DXCM,2025-10-16,0.0,0.0,2
DXCM,2025-10-23,0.0,0.0,1
DXCM,2025-10-28,0.059625,-0.8524653017520905,4
DXCM,2025-10-29,0.0635,-0.2049805372953415,2
DXCM,2025-10-30,0.025980000000000003,-0.5671862840652466,5
DXCM,2025-10-31,0.34498333333333336,0.46965356171131134,6
DXCM,2025-11-01,0.0772,-0.6690347790718079,1
DXCM,2025-11-03,-0.39325,-0.4470325708389282,2
DXCM,2025-11-04,0.13435,-0.30962449312210083,2
DXCM,2025-11-05,-0.3683,0.0,3
DXCM,2025-11-06,0.0386,-0.7061990201473236,2
DXCM,2025-11-07,-0.24249999999999997,0.22916571299235025,3
DXCM,2025-11-09,-0.765,0.0,1
EA,2025-11-07,0.07648305084745763,-0.07295247306257992,59
EA,2025-11-08,0.14396521739130436,-0.030555005954659504,23
EA,2025-11-09,0.21865,-0.013278390680040632,14
EA,2025-11-10,0.0,-0.5199102759361267,2
EXC,2025-10-13,0.0,0.0,1
EXC,2025-10-14,0.0,0.0,2
EXC,2025-10-15,-0.07543333333333334,0.1908094882965088,3
EXC,2025-10-16,0.0386,0.0,2
EXC,2025-10-17,0.15343333333333334,0.0,3
EXC,2025-10-18,0.0,0.0,2
EXC,2025-10-19,0.0,0.0,1
EXC,2025-10-22,0.4767,0.0,1
EXC,2025-10-23,0.13396666666666665,0.0,3
EXC,2025-10-25,0.0,0.45142242312431335,2
EXC,2025-10-26,0.4665,0.0,2
EXC,2025-10-27,0.08236666666666669,0.08919368187586467,3
EXC,2025-10-28,-0.05135,0.0,2
EXC,2025-10-29,0.4404,0.0,1
EXC,2025-10-30,-0.2732,-0.7763916850090027,1
EXC,2025-10-31,0.4775666666666667,0.0,3
EXC,2025-11-02,-0.296,-0.8369216322898865,1
EXC,2025-11-03,-0.0601,-0.021320506930351257,4
EXC,2025-11-04,-0.111375,-0.9431014806032181,4
EXC,2025-11-05,0.0,-0.6136597394943237,1
EXC,2025-11-06,0.253025,-0.05114954710006714,4
EXC,2025-11-07,0.0,0.0,1
FANG,2025-11-03,0.1486823529411765,0.1751948332085329,17
FANG,2025-11-04,0.1577764705882353,0.08541396084953756,17
FANG,2025-11-05,0.08251428571428572,0.17293708665030344,14
FANG,2025-11-06,0.12842307692307692,0.10114873372591458,13
FANG,2025-11-07,0.1353962962962963,-0.017801141297375714,27
FANG,2025-11-08,0.23845,0.3573073744773865,2
FANG,2025-11-09,0.08,-0.21942375103632608,3
FANG,2025-11-10,-0.03875,0.0,6
FAST,2025-11-10,-0.0012289999999999996,-0.0767748412489891,100
FTNT,2025-10-14,0.21383333333333335,-0.08924891551335652,3
FTNT,2025-10-15,0.4466,0.0,1
FTNT,2025-10-16,0.26333333333333336,-0.4052721858024597,3
FTNT,2025-10-17,-0.296,0.0,1
FTNT,2025-10-18,-0.09509999999999999,0.007657378911972046,2
FTNT,2025-10-20,0.007900000000000018,-0.29250776767730713,3
FTNT,2025-10-21,0.2412,0.0,2
FTNT,2025-10-22,-0.33163333333333334,-0.278834601243337,3
FTNT,2025-10-23,0.26794,0.03580090999603271,5
FTNT,2025-10-25,0.4466,0.0,1
FTNT,2025-10-27,0.6449,0.37561848759651184,2
FTNT,2025-10-28,-0.2679,-0.5476638078689575,3
FTNT,2025-10-29,-0.1909,-0.301066130399704,2
FTNT,2025-10-30,0.19387500000000002,0.025664448738098145,4
FTNT,2025-10-31,0.0,0.3007444441318512,2
FTNT,2025-11-02,0.2993,-0.029076412320137024,4
FTNT,2025-11-03,0.0,0.0,2
FTNT,2025-11-04,-0.10515,-0.48488280177116394,2
FTNT,2025-11-05,0.050879999999999995,-0.26180007457733157,10
FTNT,2025-11-06,0.021883333333333328,-0.711739848057429,6
