Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-07-09 00:00:00-04:00,7.150188340382143,7.401072141799061,7.066560406576504,7.35925817489624,1116800,0.0,0.0
1986-07-10 00:00:00-04:00,7.4010756356375555,7.4428896222795755,7.150191715785435,7.317447662353516,595600,0.0,0.0
1986-07-11 00:00:00-04:00,7.275635990165394,7.317449990108874,7.066565990447998,7.066565990447998,800400,0.0,0.0
1986-07-14 00:00:00-04:00,7.10837779975519,7.10837779975519,6.773865903296122,6.857493877410889,738000,0.0,0.0
1986-07-15 00:00:00-04:00,6.815680590815514,6.815680590815514,6.230284711849764,6.6484246253967285,2059200,0.0,0.0
1986-07-16 00:00:00-04:00,6.648424210371794,7.024750109072084,6.648424210371794,6.773866176605225,1160400,0.0,0.0
1986-07-17 00:00:00-04:00,6.773864143465194,6.857492095853654,6.690236191076735,6.815678119659424,1046000,0.0,0.0
1986-07-18 00:00:00-04:00,6.815679890353506,6.920214857996965,6.690237929181356,6.857493877410889,1420000,0.0,0.0
1986-07-21 00:00:00-04:00,6.857493877410889,6.899307864468272,6.815679890353506,6.857493877410889,322800,0.0,0.0
1986-07-22 00:00:00-04:00,6.857492095853654,6.878399083950768,6.815678119659424,6.815678119659424,390800,0.0,0.0
1986-07-23 00:00:00-04:00,6.8574928378466495,6.8574928378466495,6.69023691497234,6.732050895690918,1004000,0.0,0.0
1986-07-24 00:00:00-04:00,6.732052608106121,6.773866599460818,6.564796642687336,6.6484246253967285,1071600,0.0,0.0
1986-07-25 00:00:00-04:00,6.648422934253763,6.773864876409495,6.606608953535186,6.732050895690918,688400,0.0,0.0
1986-07-28 00:00:00-04:00,6.732052187860748,6.857494154094177,6.669331204744032,6.773866176605225,414800,0.0,0.0
1986-07-29 00:00:00-04:00,6.690236191076735,6.815678119659424,6.690236191076735,6.815678119659424,278400,0.0,0.0
1986-07-30 00:00:00-04:00,6.732052187860748,6.773866176605224,6.606610221627317,6.773866176605225,459200,0.0,0.0
1986-07-31 00:00:00-04:00,6.773864876409495,6.8574928378466495,6.69023691497234,6.732050895690918,1213600,0.0,0.0
1986-08-01 00:00:00-04:00,6.690237583258213,6.773865553048941,6.522981643676758,6.522981643676758,1118000,0.0,0.0
1986-08-04 00:00:00-04:00,6.564795628572122,6.564795628572122,6.376632696542984,6.522981643676758,892400,0.0,0.0
1986-08-05 00:00:00-04:00,6.52298059650496,6.52298059650496,6.3557246837740635,6.397538661956787,868800,0.0,0.0
1986-08-06 00:00:00-04:00,6.3975390996018495,6.439353080644999,6.104841232299805,6.104841232299805,550400,0.0,0.0
1986-08-07 00:00:00-04:00,6.021211880356518,6.0630258517478826,5.435816280877412,5.603072166442871,7560000,0.0,0.0
1986-08-08 00:00:00-04:00,5.644887484295268,5.979399335216469,5.603073502930117,5.937585353851318,2802000,0.0,0.0
1986-08-11 00:00:00-04:00,6.021213270213506,6.104841232299805,5.937585308127207,6.104841232299805,1428000,0.0,0.0
1986-08-12 00:00:00-04:00,6.104840723673503,6.31391061147054,6.104840723673503,6.272096633911133,1155200,0.0,0.0
1986-08-13 00:00:00-04:00,6.313912314753379,6.752959197567356,6.272098325913952,6.481168270111084,865600,0.0,0.0
1986-08-14 00:00:00-04:00,6.5229807276474805,6.564794706670861,6.272096853507192,6.355724811553955,762000,0.0,0.0
1986-08-15 00:00:00-04:00,6.355724589029948,6.355724589029948,6.14665470123291,6.272096633911133,654400,0.0,0.0
1986-08-18 00:00:00-04:00,6.313912314753379,6.606610236629363,6.1884703482351,6.481168270111084,606800,0.0,0.0
1986-08-19 00:00:00-04:00,6.52298059650496,6.52298059650496,6.3557246837740635,6.397538661956787,2744000,0.0,0.0
1986-08-20 00:00:00-04:00,6.397538790577337,6.397538790577337,6.272096853507192,6.355724811553955,500000,0.0,0.0
1986-08-21 00:00:00-04:00,6.355725421021316,6.397539404054352,6.313911437988281,6.313911437988281,353200,0.0,0.0
1986-08-22 00:00:00-04:00,6.355724589029948,6.397538566589355,6.272096633911133,6.272096633911133,286000,0.0,0.0
1986-08-25 00:00:00-04:00,6.355725829665726,6.355725829665726,6.104841915336816,6.188469886779785,766400,0.0,0.0
1986-08-26 00:00:00-04:00,6.14665470123291,6.272096633911133,6.14665470123291,6.272096633911133,408800,0.0,0.0
1986-08-27 00:00:00-04:00,6.272097241958516,6.272097241958516,6.146655297119345,6.230283260345459,686400,0.0,0.0
1986-08-28 00:00:00-04:00,6.23028497631047,6.23028497631047,6.104842996921668,6.1466569900512695,286000,0.0,0.0
1986-08-29 00:00:00-04:00,6.104841232299805,6.188469194386103,6.063027251256655,6.104841232299805,1128800,0.0,0.0
1986-09-02 00:00:00-04:00,6.146658039093017,6.146658039093017,5.8121460369655065,5.853960037231445,916800,0.0,0.0
1986-09-03 00:00:00-04:00,5.853958663406906,5.979400634765625,5.812144672953999,5.979400634765625,684400,0.0,0.0
1986-09-04 00:00:00-04:00,6.021213352280175,6.230283260345459,5.937585389054061,6.230283260345459,576800,0.0,0.0
1986-09-05 00:00:00-04:00,6.230282952388127,6.313910911480585,6.021213054656982,6.021213054656982,961600,0.0,0.0
1986-09-08 00:00:00-04:00,6.104844038827078,6.104844038827078,5.770332036699568,5.853960037231445,1793200,0.0,0.0
1986-09-09 00:00:00-04:00,5.8121453782786485,5.853959373805833,5.686703391697096,5.770331382751465,388000,0.0,0.0
1986-09-10 00:00:00-04:00,5.770329741870655,5.770329741870655,5.686701774597168,5.686701774597168,802400,0.0,0.0
1986-09-11 00:00:00-04:00,5.728517051756851,5.728517051756851,5.184935141736129,5.31037712097168,6240000,0.0,0.0
1986-09-12 00:00:00-04:00,5.268559924891737,5.310373892549609,5.059490086602382,5.101304054260254,2066800,0.0,0.0
1986-09-15 00:00:00-04:00,5.101304054260254,5.184931989575995,4.975862151286641,5.101304054260254,1746800,0.0,0.0
1986-09-16 00:00:00-04:00,5.059491898833203,5.101305881468188,4.892235968293262,4.975863933563232,1547200,0.0,0.0
1986-09-17 00:00:00-04:00,5.017677080833305,5.017677080833305,4.724979251118029,4.934049129486084,997600,0.0,0.0
1986-09-18 00:00:00-04:00,4.934052031380789,5.853960037231445,4.934052031380789,5.853960037231445,833200,0.0,0.0
1986-09-19 00:00:00-04:00,5.853957572992701,5.853957572992701,5.477631729014599,5.728515625,928000,0.0,0.0
1986-09-22 00:00:00-04:00,5.728515758233911,5.812143725507399,5.60307380732368,5.686701774597168,464000,0.0,0.0
1986-09-23 00:00:00-04:00,5.7285187858523745,5.7285187858523745,5.394006739963185,5.519448757171631,436400,0.0,0.0
1986-09-24 00:00:00-04:00,5.519445840050192,5.728515758233911,5.435817872776704,5.686701774597168,649600,0.0,0.0
1986-09-25 00:00:00-04:00,5.686702670907615,5.686702670907615,5.56126070022583,5.56126070022583,305600,0.0,0.0
1986-09-26 00:00:00-04:00,5.56126070022583,5.644888680680354,5.519446709998568,5.56126070022583,278400,0.0,0.0
1986-09-29 00:00:00-04:00,5.603076768643929,5.603076768643929,5.394006739963185,5.519448757171631,724800,0.0,0.0
1986-09-30 00:00:00-04:00,5.477631729014599,5.853957572992701,5.477631729014599,5.728515625,773200,0.0,0.0
1986-10-01 00:00:00-04:00,5.812143590328467,5.853957572992701,5.728515625,5.728515625,668400,0.0,0.0
1986-10-02 00:00:00-04:00,5.728515625,5.770329607664234,5.728515625,5.728515625,592000,0.0,0.0
1986-10-03 00:00:00-04:00,5.77032805200833,5.77032805200833,5.519444223660142,5.603072166442871,228000,0.0,0.0
1986-10-06 00:00:00-04:00,5.686702869556568,5.686702869556568,5.56126089449282,5.644888877868652,467600,0.0,0.0
1986-10-07 00:00:00-04:00,5.603074886180736,5.686702869556568,5.603074886180736,5.644888877868652,176000,0.0,0.0
1986-10-08 00:00:00-04:00,5.686703391697096,5.770331382751465,5.644889396169911,5.770331382751465,558800,0.0,0.0
1986-10-09 00:00:00-04:00,5.7703308529324,5.7703308529324,5.603074886180736,5.644888877868652,243200,0.0,0.0
1986-10-10 00:00:00-04:00,5.644888680680354,5.644888680680354,5.519446709998568,5.56126070022583,238400,0.0,0.0
1986-10-13 00:00:00-04:00,5.603072794832924,5.603072794832924,5.394002914428711,5.394002914428711,362800,0.0,0.0
1986-10-14 00:00:00-04:00,5.39400388913996,5.770329741870655,5.39400388913996,5.686701774597168,612000,0.0,0.0
1986-10-15 00:00:00-04:00,5.728518036433628,5.895774037497384,5.686704036167689,5.853960037231445,606800,0.0,0.0
1986-10-16 00:00:00-04:00,5.853957306566856,5.8957712873280474,5.812143325805664,5.812143325805664,269200,0.0,0.0
1986-10-17 00:00:00-04:00,5.853957709144143,5.853957709144143,5.644887790960424,5.686701774597168,216000,0.0,0.0
1986-10-20 00:00:00-04:00,5.644888680680354,5.686702670907615,5.394004739316783,5.56126070022583,595200,0.0,0.0
1986-10-21 00:00:00-04:00,5.5612595317927935,5.5612595317927935,5.477631568908691,5.477631568908691,327200,0.0,0.0
1986-10-22 00:00:00-04:00,5.56126276290778,5.56126276290778,5.477634751435482,5.519448757171631,396000,0.0,0.0
1986-10-23 00:00:00-04:00,5.561259334492234,5.561259334492234,5.519445354533645,5.5403523445129395,1358400,0.0,0.0
1986-10-24 00:00:00-04:00,5.56126070022583,5.6030746904530915,5.519446709998568,5.56126070022583,809600,0.0,0.0
1986-10-27 00:00:00-05:00,5.6030746904530915,5.6030746904530915,5.519446709998568,5.56126070022583,305200,0.0,0.0
1986-10-28 00:00:00-05:00,5.519445840050192,5.686701774597168,5.519445840050192,5.686701774597168,329200,0.0,0.0
1986-10-29 00:00:00-05:00,5.686701465660418,6.021213316581619,5.686701465660418,5.937585353851318,835600,0.0,0.0
