Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-06-12 00:00:00-04:00,16.645719761128372,16.693735399213168,16.32560995417417,16.48566436767578,6386423,0.0,0.0
2002-06-13 00:00:00-04:00,16.432316432507044,16.64038848876953,16.432316432507044,16.64038848876953,790045,0.0,0.0
2002-06-14 00:00:00-04:00,16.539016775177515,16.539016775177515,16.38963206833271,16.533679962158203,240654,0.0,0.0
2002-06-17 00:00:00-04:00,16.52834492134149,16.651054381255015,16.38429604920087,16.645719528198242,506345,0.0,0.0
2002-06-18 00:00:00-04:00,16.65639692816429,16.65639692816429,16.53902422699317,16.619050979614258,370948,0.0,0.0
2002-06-19 00:00:00-04:00,16.57636265523988,16.608373733746213,16.51234049822721,16.539016723632812,85418,0.0,0.0
2002-06-20 00:00:00-04:00,16.523010255923488,16.645719717230527,16.512340549688773,16.533679962158203,114693,0.0,0.0
2002-06-21 00:00:00-04:00,16.45898047954545,16.528337457768377,16.41096486381459,16.496328353881836,122108,0.0,0.0
2002-06-24 00:00:00-04:00,16.43231587881174,16.512343590062272,16.378964397961767,16.400304794311523,175459,0.0,0.0
2002-06-25 00:00:00-04:00,16.528350658330737,16.68307125019034,16.528350658330737,16.6243839263916,282737,0.0,0.0
2002-06-26 00:00:00-04:00,16.496335938925014,16.64571966535328,16.490999125922336,16.539016723632812,369696,0.0,0.0
2002-06-27 00:00:00-04:00,16.53901472953115,16.677728733033266,16.4749925802376,16.597702026367188,454247,0.0,0.0
2002-06-28 00:00:00-04:00,16.61904684706142,16.816448211669922,16.5123438834655,16.816448211669922,189326,0.0,0.0
2002-07-01 00:00:00-04:00,16.77909686088837,16.80043823068557,16.592365264892578,16.592365264892578,55758,0.0,0.0
2002-07-02 00:00:00-04:00,16.645719618742287,16.645719618742287,16.432312755947958,16.571027755737305,90041,0.0,0.0
2002-07-03 00:00:00-04:00,16.571025249055896,16.571025249055896,16.19222819839251,16.30426597595215,209741,0.0,0.0
2002-07-05 00:00:00-04:00,16.29893858168054,16.45365818811903,16.218910861125718,16.405641555786133,35438,0.0,0.0
2002-07-08 00:00:00-04:00,16.44298172476277,16.53901494998314,16.421641334697423,16.458986282348633,64232,0.0,0.0
2002-07-09 00:00:00-04:00,16.458991736004634,16.645723395789936,16.458991736004634,16.635051727294922,88981,0.0,0.0
2002-07-10 00:00:00-04:00,16.635046044585266,16.763092303466756,16.565691002523224,16.592365264892578,117486,0.0,0.0
2002-07-11 00:00:00-04:00,16.539026060993496,16.66173559119565,16.485673580061327,16.651063919067383,213882,0.0,0.0
2002-07-12 00:00:00-04:00,16.67239400952302,16.67239400952302,16.50166893005371,16.50166893005371,153213,0.0,0.0
2002-07-15 00:00:00-04:00,16.458985973500496,16.458985973500496,15.578684365351661,15.925470352172852,163999,0.0,0.0
2002-07-16 00:00:00-04:00,15.898806605703928,16.0161803108887,15.770762207338135,15.882801055908203,62691,0.0,0.0
2002-07-17 00:00:00-04:00,15.888126867976151,15.994830799188756,14.725061171401496,14.89578628540039,155332,0.0,0.0
2002-07-18 00:00:00-04:00,14.885112829930943,15.178546361984376,14.725057463392114,14.853100776672363,144450,0.0,0.0
2002-07-19 00:00:00-04:00,14.831762799072996,14.831762799072996,14.484976768493652,14.484976768493652,79833,0.0,0.0
2002-07-22 00:00:00-04:00,14.3782739885174,14.3782739885174,13.684701919555666,13.684701919555664,136265,0.0,0.0
2002-07-23 00:00:00-04:00,13.684705329854324,13.727387105637357,13.337920188903809,13.337920188903809,116330,0.0,0.0
2002-07-24 00:00:00-04:00,13.204538751985497,14.218220710754395,13.135181735534916,14.218220710754395,107760,0.0,0.0
2002-07-25 00:00:00-04:00,13.9087814414161,14.31958969181973,13.871435504093348,14.271573066711426,60958,0.0,0.0
2002-07-26 00:00:00-04:00,14.271570410938693,14.324921880036126,13.81808047373316,14.132855415344238,77810,0.0,0.0
2002-07-29 00:00:00-04:00,14.17019384235009,14.234214978968692,13.796731822347954,13.962121963500977,86285,0.0,0.0
2002-07-30 00:00:00-04:00,13.828754971916156,14.084842682153992,13.69004091803123,14.079507827758789,224186,0.0,0.0
2002-07-31 00:00:00-04:00,14.079503379906303,14.629025547402605,13.946124222552356,14.565003395080566,158702,0.0,0.0
